,time,event
0,2,16
1,3,16
2,3,1
3,3,9
4,6,4
5,11,112
6,11,4
7,11,3
8,11,1
9,11,8
10,13,1
11,15,4
12,16,1
13,17,1
14,17,11
15,18,1
16,20,3
17,20,1
18,21,1
19,26,3
20,30,36
21,30,1
22,31,15
23,31,44
24,31,1
25,31,9
26,35,15
27,35,1
28,36,16
29,36,3
30,41,43
31,41,1
32,43,1
33,44,15
34,44,1
35,45,3
36,46,4
37,46,1
38,47,1
39,47,11
40,48,1
41,49,11
42,50,3
43,52,4
44,52,11
45,53,1
46,54,1
47,56,3
48,57,1
49,58,1
50,59,1
51,60,36
52,60,1
53,61,3
54,62,1
55,63,3
56,67,1
57,70,1
58,72,1
59,76,3
60,78,3
61,79,1
62,80,9
63,81,11
64,82,15
65,82,1
66,83,11
67,84,36
68,84,15
69,84,3
70,85,11
71,86,4
72,86,1
73,87,24
74,88,1
75,90,3
76,94,1
77,95,4
78,95,35
79,95,1
80,96,15
81,96,1
82,98,3
83,99,1
84,102,3
85,106,24
86,106,1
87,107,80
88,107,44
89,107,1
90,108,4
91,108,36
92,108,15
93,108,3
94,108,1
95,110,1
96,111,1
97,114,3
98,115,1
99,116,1
100,118,4
101,119,4
102,119,3
103,119,11
104,121,3
105,126,4
106,126,3
107,126,1
108,127,1
109,131,3
110,132,3
111,132,8
112,134,1
113,137,4
114,137,3
115,137,11
116,138,15
117,138,1
118,139,1
119,141,11
120,142,4
121,142,1
122,143,31
123,143,1
124,145,3
125,145,1
126,146,1
127,148,36
128,148,1
129,149,3
130,150,3
131,150,1
132,152,1
133,153,1
134,154,3
135,156,4
136,156,1
137,158,16
138,159,1
139,160,1
140,162,1
141,163,3
142,164,1
143,166,1
144,167,4
145,167,44
146,167,1
147,168,4
148,168,3
149,169,1
150,171,4
151,173,3
152,174,1
153,176,24
154,176,1
155,178,1
156,179,36
157,179,3
158,179,1
159,181,1
160,182,1
161,183,1
162,183,9
163,184,36
164,184,1
165,185,3
166,186,1
167,187,1
168,191,3
169,192,4
170,194,3
171,197,3
172,198,4
173,199,1
174,200,36
175,200,1
176,201,11
177,204,4
178,204,1
179,205,11
180,206,4
181,206,44
182,206,1
183,207,1
184,208,36
185,208,15
186,209,3
187,209,1
188,211,1
189,212,3
190,213,11
191,214,3
192,215,4
193,215,36
194,215,3
195,215,1
196,216,4
197,219,3
198,222,1
199,224,1
200,224,9
201,226,15
202,226,1
203,227,1
204,230,3
205,232,3
206,234,1
207,237,1
208,238,16
209,238,3
210,238,1
211,239,3
212,240,1
213,241,1
214,243,4
215,243,1
216,245,3
217,247,21
218,247,50
219,248,1
220,249,11
221,250,3
222,252,50
223,255,3
224,256,3
225,257,1
226,258,3
227,259,4
228,260,3
229,262,3
230,263,1
231,263,8
232,264,28
233,265,3
234,265,11
235,266,3
236,269,3
237,271,21
238,271,50
239,272,3
240,272,1
241,273,1
242,275,21
243,275,3
244,275,1
245,276,3
246,276,1
247,278,21
248,280,3
249,281,1
250,282,3
251,283,4
252,284,3
253,285,11
254,288,3
255,290,3
256,291,3
257,294,1
258,296,3
259,297,1
260,297,11
261,298,21
262,300,1
263,301,3
264,303,3
265,312,44
266,313,3
267,318,3
268,319,1
269,320,3
270,321,11
271,325,3
272,326,3
273,327,3
274,329,3
275,334,3
276,336,21
277,338,4
278,338,36
279,338,1
280,339,3
281,339,1
282,342,1
283,343,3
284,344,3
285,344,1
286,345,11
287,346,4
288,346,3
289,346,1
290,347,1
291,348,3
292,349,29
293,351,3
294,352,1
295,354,3
296,358,3
297,359,1
298,362,4
299,362,3
300,362,1
301,363,1
302,364,1
303,366,1
304,367,3
305,368,1
306,372,21
307,372,3
308,373,3
309,374,3
310,378,16
311,379,15
312,379,1
313,380,3
314,380,11
315,381,11
316,383,3
317,384,3
318,386,1
319,390,3
320,390,1
321,391,11
322,392,3
323,394,3
324,395,1
325,395,11
326,398,21
327,399,3
328,399,1
329,400,11
330,401,3
331,401,1
332,401,11
333,402,24
334,402,1
335,404,4
336,404,11
337,407,15
338,407,1
339,408,39
340,408,1
341,408,72
342,409,3
343,410,3
344,413,3
345,414,3
346,417,28
347,417,9
348,418,3
349,419,3
350,423,3
351,425,4
352,426,4
353,426,1
354,428,3
355,428,1
356,429,16
357,430,3
358,430,1
359,431,3
360,433,3
361,434,3
362,435,4
363,435,1
364,436,1
365,438,3
366,439,3
367,444,3
368,444,1
369,444,9
370,445,1
371,447,3
372,448,3
373,449,3
374,449,1
375,450,18
376,450,1
377,451,1
378,452,18
379,453,18
380,453,1
381,454,24
382,454,35
383,457,4
384,457,18
385,458,18
386,458,1
387,459,18
388,460,3
389,463,3
390,464,57
391,464,18
392,465,3
393,465,18
394,466,18
395,467,18
396,469,3
397,470,3
398,470,1
399,471,4
400,471,16
401,471,18
402,472,18
403,473,18
404,474,18
405,475,3
406,477,18
407,477,1
408,478,18
409,479,18
410,480,18
411,481,24
412,481,18
413,481,1
414,482,3
415,482,1
416,484,3
417,485,3
418,486,4
419,486,15
420,486,1
421,487,3
422,487,18
423,488,18
424,488,1
425,491,3
426,491,18
427,491,1
428,493,1
429,494,3
430,494,18
431,494,1
432,495,18
433,495,1
434,498,18
435,499,18
436,499,1
437,500,18
438,501,18
439,502,28
440,502,3
441,502,18
