,time,event
0,2,8
1,5,11
2,8,1
3,9,18
4,12,11
5,13,3
6,15,25
7,16,1
8,22,25
9,22,35
10,24,1
11,26,25
12,28,18
13,29,11
14,30,1
15,31,25
16,32,18
17,33,11
18,34,32
19,34,1
20,35,4
21,36,1
22,40,25
23,40,1
24,43,1
25,45,25
26,46,25
27,50,33
28,50,1
29,51,1
30,51,11
31,52,11
32,54,32
33,54,1
34,56,1
35,57,1
36,58,25
37,59,1
38,59,54
39,60,18
40,60,1
41,61,1
42,64,18
43,65,25
44,65,33
45,65,1
46,68,11
47,69,4
48,72,25
49,72,1
50,73,1
51,73,9
52,74,11
53,77,4
54,77,1
55,78,25
56,79,4
57,79,1
58,80,35
59,82,33
60,82,1
61,84,11
62,85,4
63,85,25
64,85,33
65,85,1
66,88,1
67,91,4
68,91,25
69,91,33
70,92,36
71,92,25
72,92,35
73,92,1
74,92,11
75,95,11
76,99,18
77,99,1
78,100,25
79,103,33
80,103,11
81,104,1
82,107,25
83,108,35
84,110,4
85,110,1
86,110,10
87,111,4
88,115,33
89,115,35
90,115,1
91,115,54
92,116,24
93,117,24
94,117,1
95,118,25
96,118,3
97,119,25
98,119,24
99,120,1
100,121,1
101,122,1
102,123,25
103,123,15
104,124,18
105,126,1
106,127,4
107,127,3
108,127,1
109,129,18
110,129,1
111,129,12
112,130,4
113,130,25
114,130,1
115,132,1
116,133,1
117,135,18
118,135,11
119,138,25
120,138,18
121,138,1
122,140,3
123,142,3
124,142,1
125,144,1
126,145,25
127,146,1
128,146,12
129,147,25
130,148,3
131,148,1
132,149,1
133,150,1
134,151,25
135,151,9
136,152,25
137,152,11
138,153,4
139,155,1
140,155,11
141,156,4
142,157,1
143,158,1
144,159,1
145,160,1
146,162,25
147,162,11
148,163,18
149,164,25
150,164,1
151,165,18
152,165,1
153,166,11
154,167,1
155,168,1
156,169,11
157,173,25
158,173,1
159,175,25
160,176,1
161,177,47
162,177,11
163,180,3
164,180,1
165,181,4
166,181,1
167,182,1
168,183,98
169,183,1
170,184,25
171,184,1
172,185,20
173,186,25
174,186,11
175,187,25
176,188,1
177,189,18
178,190,25
179,190,35
180,191,25
181,191,1
182,191,11
183,193,95
184,193,25
185,193,11
186,194,1
187,196,1
188,197,25
189,200,4
190,200,3
191,200,1
192,202,4
193,202,1
194,204,3
195,204,1
196,205,1
197,206,4
198,206,15
199,206,3
200,206,1
201,207,4
202,207,1
203,208,1
204,209,9
205,210,3
206,212,3
207,213,4
208,217,1
209,217,11
210,218,1
211,219,25
212,220,15
213,221,1
214,221,9
215,223,3
216,223,1
217,224,25
218,224,1
219,224,11
220,225,25
221,225,3
222,226,3
223,226,1
224,227,25
225,228,3
226,228,1
227,229,3
228,229,11
229,230,15
230,230,3
231,230,1
232,231,1
233,232,4
234,232,25
235,232,1
236,233,11
237,234,4
238,234,3
239,234,1
240,234,11
241,235,3
242,235,11
243,236,95
244,236,25
245,236,3
246,236,1
247,236,11
248,237,1
249,238,1
250,239,3
251,239,1
252,239,11
253,240,1
254,240,11
255,242,11
256,243,11
257,244,25
258,249,3
259,251,18
260,251,1
261,251,19
262,252,67
263,253,25
