,Unnamed: 0,Unnamed: 0.1,time,event
0,0,0,0,4
1,1,1,0,1
2,2,2,0,7
3,3,3,1,6
4,4,4,1,13
5,5,5,2,0
6,6,6,3,4
7,7,7,3,18
8,8,8,5,0
9,9,9,7,27
10,10,10,8,4
11,11,11,8,16
12,12,12,8,0
13,13,13,10,27
14,14,14,11,27
15,15,15,13,0
16,16,16,14,19
17,17,17,14,0
18,18,18,15,6
19,19,19,16,0
20,20,20,19,13
21,21,21,20,18
22,22,22,20,13
23,23,23,21,0
24,24,24,24,4
25,25,25,24,6
26,26,26,27,0
27,27,27,28,0
28,28,28,31,1
29,29,29,32,40
30,30,30,33,0
31,31,31,34,18
32,32,32,34,0
33,33,33,35,0
34,34,34,37,3
35,35,35,37,27
36,36,36,38,4
37,37,37,39,16
38,38,38,39,13
39,39,39,42,22
40,40,40,42,13
41,41,41,43,40
42,42,42,43,13
43,43,43,44,27
44,44,44,45,13
45,45,45,47,13
46,46,46,48,1
47,47,47,51,13
48,48,48,52,13
49,49,49,53,18
50,50,50,54,13
51,51,51,55,42
52,52,52,56,0
53,54,54,59,1
54,55,55,60,13
55,56,56,62,1
56,57,57,62,13
57,58,58,63,18
58,59,59,63,13
59,60,60,65,2
60,61,61,65,21
61,62,62,66,0
62,63,63,67,27
63,64,64,70,16
64,65,65,70,0
65,66,66,72,27
66,67,67,75,13
67,68,68,76,4
68,69,69,76,13
69,70,70,77,18
70,71,71,77,0
71,72,72,77,25
72,73,73,77,13
73,74,74,80,4
74,75,75,80,13
75,76,76,81,4
76,77,77,81,13
77,78,78,82,27
78,79,79,82,13
79,80,80,83,0
80,81,81,84,0
81,82,82,84,43
82,83,83,85,13
83,84,84,87,27
84,85,85,88,4
85,86,86,89,6
86,87,87,90,1
87,88,88,91,0
88,89,89,95,16
89,91,91,95,13
90,92,92,96,4
91,93,93,96,0
92,94,94,96,20
93,95,95,96,13
94,96,96,98,0
95,97,97,99,27
96,98,98,101,20
97,99,99,101,13
98,100,100,103,13
99,101,101,105,6
100,102,102,105,0
101,103,103,107,20
102,104,104,108,13
103,105,105,109,13
104,106,106,110,2
105,107,107,110,27
106,108,108,110,6
107,109,109,110,13
108,110,110,111,18
109,111,111,111,0
110,112,112,111,13
111,113,113,112,19
112,114,114,112,0
113,115,115,115,13
114,116,116,119,4
115,117,117,119,0
116,118,118,120,1
117,119,119,120,0
118,120,120,123,27
119,121,121,123,1
120,122,122,124,13
121,123,123,126,1
122,124,124,126,6
123,125,125,128,13
124,126,126,129,16
125,127,127,129,13
126,128,128,130,18
127,129,129,130,0
128,130,130,130,13
129,131,131,131,42
130,132,132,131,0
131,133,133,131,13
132,134,134,133,0
133,135,135,135,27
134,136,136,136,27
135,137,137,136,4
136,138,138,138,0
137,139,139,140,0
138,140,140,141,13
139,141,141,143,16
140,142,142,143,6
141,143,143,143,13
142,145,145,144,4
143,146,146,144,33
144,147,147,144,13
145,148,148,146,4
146,149,149,146,18
147,150,150,147,56
148,151,151,147,0
149,152,152,148,4
150,153,153,148,13
151,154,154,151,1
152,155,155,160,42
153,156,156,160,6
154,157,157,161,21
155,158,158,162,36
156,159,159,162,6
