,Unnamed: 0,Unnamed: 0.1,time,event
0,0,0,1,1
1,1,1,14,0
2,2,2,14,13
3,3,3,15,0
4,4,4,26,1
5,5,5,36,39
6,6,6,36,0
7,7,7,37,0
8,8,8,39,13
9,9,9,40,0
10,10,10,41,27
11,11,11,41,14
12,12,12,43,27
13,13,13,43,0
14,14,14,43,13
15,15,15,44,27
16,16,16,44,1
17,17,17,45,0
18,18,18,46,0
19,19,19,46,13
20,20,20,49,3
21,21,21,49,13
22,22,22,51,1
23,23,23,51,0
24,24,24,53,36
25,25,25,53,0
26,26,26,53,7
27,27,27,53,13
28,28,28,55,2
29,29,29,55,27
30,30,30,55,13
31,31,31,57,0
32,32,32,58,0
33,33,33,59,0
34,34,34,60,1
35,35,35,60,0
36,36,36,62,27
37,37,37,63,1
38,38,38,63,0
39,39,39,63,7
40,40,40,64,27
41,41,41,64,0
42,42,42,64,13
43,43,43,65,27
44,44,44,65,13
45,45,45,71,3
46,46,46,71,14
47,47,47,71,0
48,48,48,72,0
49,49,49,73,0
50,50,50,74,0
51,51,51,75,50
52,52,52,75,13
53,53,53,78,13
54,54,54,79,0
55,55,55,79,13
56,56,56,80,42
57,57,57,80,6
58,58,58,80,13
59,59,59,81,0
60,60,60,82,0
61,61,61,82,13
62,62,62,83,27
63,63,63,84,0
64,64,64,85,0
65,65,65,89,0
66,66,66,89,13
67,67,67,91,1
68,68,68,92,0
69,69,69,92,13
70,70,70,93,0
71,71,71,94,0
72,72,72,96,0
73,73,73,96,13
74,74,74,97,3
75,75,75,97,27
76,76,76,97,0
77,77,77,97,13
78,78,78,98,0
79,79,79,99,0
80,80,80,100,3
81,81,81,100,0
82,82,82,100,13
83,83,83,101,0
84,84,84,102,2
85,85,85,102,1
86,86,86,102,45
87,87,87,102,0
88,88,88,102,13
89,89,89,103,1
90,90,90,103,39
91,91,91,103,6
92,92,92,104,0
93,93,93,104,13
94,94,94,105,39
95,95,95,105,0
96,96,96,106,1
97,97,97,106,0
98,98,98,107,13
99,99,99,108,0
100,100,100,109,1
101,101,101,109,45
102,102,102,109,0
103,103,103,109,13
104,104,104,110,13
105,105,105,111,27
106,106,106,111,14
107,107,107,111,1
108,108,108,111,13
109,109,109,112,0
110,110,110,115,0
111,111,111,117,1
112,112,112,117,0
113,113,113,117,13
114,114,114,118,27
115,115,115,118,13
116,116,116,119,45
117,117,117,120,45
118,118,118,120,0
119,119,119,120,13
120,120,120,121,1
121,121,121,122,27
122,122,122,123,2
123,123,123,123,0
124,124,124,124,1
125,125,125,124,13
126,126,126,125,27
127,127,127,125,13
128,128,128,131,1
129,129,129,132,27
130,130,130,132,39
131,131,131,132,13
132,132,132,133,1
133,133,133,133,13
134,134,134,134,2
135,135,135,134,27
136,136,136,134,0
137,137,137,134,13
138,138,138,135,0
139,139,139,136,1
140,140,140,136,13
141,141,141,141,27
142,142,142,141,0
143,143,143,142,1
144,144,144,143,27
145,145,145,143,13
146,146,146,144,0
147,147,147,144,13
148,148,148,145,1
149,149,149,145,39
150,150,150,145,0
151,151,151,145,13
152,152,152,146,27
153,153,153,146,13
154,154,154,147,27
155,155,155,147,0
156,156,156,148,27
157,157,157,148,35
158,158,158,149,1
159,159,159,149,0
160,160,160,150,0
161,161,161,150,13
162,162,162,152,1
163,163,163,152,13
164,164,164,153,0
165,165,165,153,13
166,166,166,154,39
167,167,167,154,45
168,168,168,154,0
169,169,169,154,13
170,170,170,155,0
171,171,171,155,13
172,172,172,156,0
173,173,173,156,13
174,174,174,157,27
175,175,175,157,0
176,176,176,158,27
177,177,177,158,4
178,178,178,158,0
179,179,179,158,7
180,180,180,158,13
181,181,181,159,27
182,182,182,159,13
183,183,183,160,13
184,184,184,163,1
185,185,185,164,0
186,186,186,164,13
187,187,187,165,27
188,188,188,165,39
189,189,189,165,13
190,190,190,166,27
191,191,191,166,13
192,192,192,167,4
193,193,193,167,0
194,194,194,168,4
195,195,195,168,39
196,196,196,170,3
197,197,197,170,27
198,198,198,170,0
199,199,199,170,13
200,200,200,171,4
201,201,201,171,39
202,202,202,171,0
203,203,203,171,13
204,204,204,172,0
205,205,205,173,13
206,206,206,174,27
207,207,207,174,0
208,208,208,175,4
209,209,209,177,27
210,210,210,177,13
211,211,211,178,1
212,212,212,178,0
213,213,213,239,27
214,214,214,240,27
215,215,215,240,0
216,216,216,240,13
217,217,217,241,27
218,218,218,241,0
219,219,219,241,13
220,220,220,242,27
221,221,221,243,0
222,222,222,244,0
223,223,223,245,27
224,224,224,245,39
225,225,225,245,13
226,226,226,246,27
227,227,227,246,0
228,228,228,247,0
229,229,229,248,0
230,230,230,249,0
231,231,231,250,27
232,232,232,250,13
233,233,233,251,3
234,234,234,251,27
235,235,235,251,39
236,236,236,251,13
237,237,237,253,44
238,238,238,253,0
239,239,239,253,13
240,240,240,254,0
241,241,241,255,0
242,242,242,256,3
243,243,243,256,27
244,244,244,256,0
245,245,245,256,13
246,246,246,257,27
247,247,247,257,0
248,248,248,257,13
249,249,249,258,0
250,250,250,259,14
251,251,251,261,0
252,252,252,261,13
253,253,253,262,0
254,254,254,263,27
255,255,255,264,3
256,257,257,264,0
257,258,258,264,13
258,259,259,265,0
259,260,260,266,0
260,261,261,268,0
261,262,262,269,0
262,263,263,269,13
263,264,264,271,27
264,265,265,271,39
265,266,266,271,0
266,267,267,271,13
267,268,268,272,27
268,269,269,272,0
269,270,270,273,0
270,271,271,273,13
271,272,272,274,1
