,Unnamed: 0,Unnamed: 0.1,time,event
0,0,0,0,21
1,1,1,1,1
2,2,2,2,59
3,3,3,3,14
4,4,4,3,1
5,5,5,5,0
6,6,6,6,1
7,7,7,7,59
8,8,8,7,2
9,9,9,7,0
10,10,10,8,0
11,11,11,8,13
12,12,12,9,18
13,13,13,9,1
14,14,14,10,38
15,15,15,10,1
16,16,16,11,38
17,17,17,12,38
18,18,18,15,18
19,19,19,16,54
20,20,20,18,18
21,21,21,19,5
22,22,22,19,18
23,23,23,21,5
24,24,24,21,0
25,25,25,22,18
26,26,26,22,53
27,27,27,22,1
28,28,28,23,18
29,29,29,27,1
30,30,30,27,0
31,31,31,28,0
32,32,32,29,1
33,33,33,30,18
34,34,34,31,34
35,35,35,31,1
36,36,36,32,1
37,37,37,33,2
38,38,38,33,45
39,39,39,35,1
40,40,40,36,1
41,41,41,37,38
42,42,42,40,53
43,43,43,42,1
44,44,44,43,1
45,45,45,44,5
46,46,46,45,1
47,47,47,46,53
48,48,48,53,1
49,49,49,54,54
50,50,50,54,1
51,51,51,60,21
52,52,52,61,38
53,53,53,62,45
54,54,54,65,1
55,55,55,67,1
56,56,56,68,38
57,57,57,70,1
58,58,58,73,1
59,59,59,74,1
60,60,60,75,5
61,61,61,77,38
62,62,62,78,38
63,64,64,79,1
64,65,65,80,15
65,66,66,81,1
66,67,67,87,53
67,68,68,87,1
68,69,69,89,1
69,70,70,90,0
70,71,71,91,18
71,72,72,91,7
72,73,73,94,1
73,74,74,95,1
74,75,75,103,38
75,76,76,103,18
76,77,77,103,53
77,78,78,104,53
78,79,79,104,1
79,80,80,104,0
80,81,81,108,1
81,82,82,109,53
82,83,83,109,0
83,84,84,110,1
84,85,85,111,30
85,86,86,111,33
86,87,87,111,1
87,88,88,111,0
88,89,89,112,1
89,90,90,112,0
90,91,91,113,1
91,92,92,114,18
92,93,93,114,1
93,94,94,117,1
94,95,95,118,5
95,96,96,118,18
96,97,97,118,13
97,98,98,119,5
98,99,99,119,1
99,100,100,119,0
100,101,101,120,1
101,102,102,120,0
102,103,103,121,33
103,104,104,121,0
104,105,105,122,4
105,106,106,122,6
106,107,107,122,0
107,108,108,123,21
108,109,109,123,1
109,110,110,124,1
110,111,111,124,13
111,112,112,125,5
112,113,113,125,38
113,114,114,126,0
114,115,115,127,1
115,116,116,128,1
116,117,117,129,1
117,118,118,130,33
118,119,119,130,1
119,120,120,130,20
120,121,121,131,5
121,122,122,132,1
122,123,123,133,38
123,124,124,134,1
124,125,125,134,6
125,126,126,134,0
126,127,127,135,2
127,128,128,135,18
128,129,129,135,6
129,130,130,135,0
130,131,131,135,13
131,132,132,135,9
132,133,133,136,38
133,134,134,136,53
134,135,135,136,0
135,136,136,137,2
136,137,137,137,22
137,138,138,137,18
138,139,139,137,33
139,140,140,137,1
140,141,141,137,6
141,142,142,137,0
142,143,143,138,5
143,144,144,138,22
144,145,145,138,0
145,146,146,141,6
146,147,147,142,6
147,148,148,142,0
148,149,149,143,0
149,150,150,144,1
150,151,151,144,13
151,152,152,145,1
152,153,153,147,1
153,154,154,149,1
154,155,155,149,9
155,156,156,150,0
156,157,157,151,17
157,158,158,151,1
158,159,159,152,1
159,160,160,153,21
160,161,161,153,38
161,162,162,153,1
162,163,163,153,13
163,164,164,154,5
164,165,165,154,0
165,166,166,155,0
166,167,167,156,18
167,168,168,156,1
168,169,169,156,13
169,170,170,156,9
170,171,171,157,2
171,172,172,157,18
172,173,173,158,18
173,174,174,158,1
174,175,175,159,18
175,176,176,159,0
176,177,177,160,5
177,178,178,160,0
178,179,179,161,18
179,180,180,161,0
180,181,181,162,38
181,182,182,163,38
182,183,183,164,38
183,184,184,165,13
184,185,185,167,38
185,186,186,167,56
186,187,187,167,14
187,188,188,167,17
188,189,189,167,1
189,190,190,169,38
190,191,191,170,14
191,192,192,171,53
192,193,193,174,5
193,194,194,174,0
194,195,195,175,5
195,196,196,177,0
196,197,197,178,1
197,198,198,178,0
198,199,199,178,7
199,200,200,179,18
200,201,201,179,0
201,202,202,180,54
202,203,203,180,1
203,204,204,183,21
204,205,205,185,0
205,206,206,186,7
206,207,207,187,6
207,208,208,189,1
208,209,209,190,38
209,210,210,190,56
210,211,211,190,33
211,212,212,190,0
212,213,213,191,5
213,214,214,191,0
214,215,215,191,13
215,216,216,192,38
216,217,217,193,1
217,219,219,194,18
218,220,220,194,13
219,221,221,195,38
220,222,222,197,38
221,223,223,198,18
222,224,224,198,13
223,225,225,199,14
224,226,226,203,1
225,227,227,205,1
226,228,228,207,54
227,229,229,211,1
228,230,230,213,21
229,231,231,213,45
230,232,232,215,54
231,233,233,217,2
232,234,234,217,4
233,235,235,217,1
234,236,236,217,0
235,237,237,218,18
236,238,238,219,38
237,239,239,219,33
238,240,240,219,6
239,241,241,220,2
240,242,242,220,18
241,243,243,220,0
242,244,244,221,18
243,245,245,221,1
244,247,247,222,38
245,248,248,222,0
246,249,249,223,38
247,250,250,223,0
248,251,251,223,13
249,252,252,225,2
250,253,253,225,18
251,254,254,225,0
252,255,255,226,38
253,256,256,226,13
254,257,257,228,38
255,258,258,228,18
256,259,259,228,0
257,260,260,232,0
258,261,261,233,1
259,262,262,234,1
260,263,263,236,40
261,264,264,237,5
262,265,265,237,15
263,266,266,237,1
264,267,267,239,18
265,268,268,239,0
266,269,269,240,18
267,270,270,240,1
268,271,271,243,21
269,272,272,243,1
270,273,273,244,0
271,274,274,245,1
272,275,275,247,1
273,276,276,248,1
274,278,278,251,56
275,279,279,251,1
276,280,280,252,5
277,281,281,252,56
278,282,282,252,17
279,283,283,252,1
280,284,284,253,17
281,285,285,253,0
282,286,286,257,0
283,287,287,258,38
284,288,288,258,12
285,289,289,258,6
286,290,290,258,0
287,291,291,259,41
288,292,292,259,38
289,293,293,259,13
290,294,294,261,18
291,295,295,261,17
292,296,296,262,0
293,297,297,263,18
294,298,298,263,0
295,299,299,264,33
296,300,300,265,30
297,301,301,267,38
298,302,302,267,1
299,303,303,268,2
300,304,304,268,0
301,305,305,271,0
302,306,306,272,5
303,307,307,272,2
304,308,308,272,56
305,309,309,272,0
306,310,310,273,21
307,311,311,277,1
308,312,312,277,13
309,313,313,278,1
310,314,314,278,0
311,315,315,281,13
312,316,316,283,18
313,317,317,283,0
314,318,318,284,18
315,319,319,284,0
316,320,320,285,18
317,321,321,285,0
318,322,322,286,38
319,323,323,286,0
320,324,324,286,13
321,325,325,287,2
322,326,326,287,0
323,327,327,288,0
324,328,328,289,38
325,329,329,289,18
326,330,330,289,0
327,331,331,290,38
328,332,332,290,0
329,333,333,291,38
330,334,334,291,18
331,335,335,291,0
332,336,336,292,18
333,337,337,292,0
334,338,338,293,2
335,339,339,293,0
336,340,340,295,1
337,341,341,295,0
338,342,342,297,6
339,343,343,297,0
340,344,344,298,2
341,345,345,298,38
342,346,346,298,0
343,347,347,299,18
344,348,348,299,1
345,349,349,300,41
346,350,350,300,38
347,351,351,300,18
348,352,352,300,0
349,353,353,300,7
350,354,354,302,18
351,355,355,303,21
352,356,356,303,18
353,357,357,303,1
354,358,358,308,38
355,359,359,310,1
356,360,360,315,1
357,361,361,318,6
358,362,362,318,0
359,363,363,319,38
