,Unnamed: 0,time,event
0,0,0.0,3.0
1,1,6.944444444444445e-14,3.0
2,2,8.101851851851852e-14,0.0
3,3,8.101851851851852e-14,3.0
4,4,9.259259259259259e-14,2.0
5,5,9.259259259259259e-14,2.0
6,6,9.259259259259259e-14,3.0
7,7,9.259259259259259e-14,2.0
8,8,9.259259259259259e-14,3.0
9,9,1.2731481481481483e-13,3.0
10,10,1.388888888888889e-13,3.0
11,11,2.1990740740740742e-13,2.0
12,12,2.3148148148148146e-13,0.0
13,13,2.3148148148148146e-13,2.0
14,14,2.3148148148148146e-13,2.0
15,15,2.3148148148148146e-13,2.0
16,16,2.4305555555555556e-13,2.0
17,17,2.4305555555555556e-13,2.0
18,18,2.4305555555555556e-13,2.0
19,19,2.4305555555555556e-13,2.0
20,20,2.5462962962962965e-13,3.0
21,21,2.5462962962962965e-13,3.0
22,22,2.662037037037037e-13,3.0
23,23,2.777777777777778e-13,3.0
24,24,3.0092592592592594e-13,3.0
25,25,3.3564814814814817e-13,3.0
26,26,3.472222222222222e-13,2.0
27,27,3.935185185185185e-13,3.0
28,28,4.2824074074074074e-13,0.0
29,29,4.2824074074074074e-13,2.0
30,30,4.2824074074074074e-13,2.0
31,31,4.2824074074074074e-13,1.0
32,32,4.2824074074074074e-13,2.0
33,33,4.3981481481481483e-13,2.0
34,34,4.3981481481481483e-13,2.0
35,35,4.3981481481481483e-13,2.0
36,36,4.3981481481481483e-13,3.0
37,37,4.513888888888889e-13,2.0
38,38,4.513888888888889e-13,0.0
39,39,4.513888888888889e-13,2.0
40,40,4.513888888888889e-13,2.0
41,41,4.629629629629629e-13,2.0
42,42,4.629629629629629e-13,2.0
43,43,4.629629629629629e-13,2.0
44,44,4.629629629629629e-13,2.0
45,45,4.745370370370371e-13,3.0
46,46,4.745370370370371e-13,3.0
47,47,4.861111111111111e-13,3.0
48,48,4.976851851851852e-13,4.0
49,49,4.976851851851852e-13,2.0
