,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time
0,0,15.368720000000001,45,2,0,304.70287,4,304.54994,0,317.27415,-1,305.84742
1,0,15.368720000000001,51,2,0,304.70287,42,304.54994,0,317.27415,-1,305.84742
2,0,15.368720000000001,48,2,0,304.70287,9,304.54994,0,317.27415,-1,305.84742
3,0,15.368720000000001,43,2,0,304.70287,37,304.54994,0,317.27415,-1,305.84742
4,0,15.368720000000001,43,2,0,304.70287,2,304.54994,0,317.27415,-1,305.84742
5,0,15.368720000000001,38,2,0,304.70287,12,304.54994,0,317.27415,-1,305.84742
6,0,15.368720000000001,52,2,0,304.70287,24,304.54994,0,317.27415,-1,305.84742
7,0,15.368720000000001,40,2,0,304.70287,7,304.54994,0,317.27415,-1,305.84742
8,0,15.368720000000001,49,2,0,304.70287,4,304.54994,0,317.27415,-1,305.84742
9,0,15.368720000000001,37,2,0,304.70287,17,304.54994,0,317.27415,-1,305.84742
10,0,15.368720000000001,50,2,0,304.70287,42,304.54994,0,317.27415,-1,305.84742
11,0,15.368720000000001,60,2,0,304.70287,18,304.54994,0,317.27415,-1,305.84742
12,0,15.368720000000001,41,2,0,304.70287,0,304.54994,0,317.27415,-1,305.84742
13,0,15.368720000000001,52,2,0,304.70287,5,304.54994,0,317.27415,-1,305.84742
14,0,15.368720000000001,43,2,0,304.70287,1,304.54994,0,317.27415,-1,305.84742
15,0,15.368720000000001,52,2,0,304.70287,7,304.54994,0,317.27415,-1,305.84742
16,0,15.368720000000001,31,2,0,304.70287,10,304.54994,0,317.27415,-1,305.84742
17,0,15.368720000000001,32,2,0,304.70287,7,304.54994,0,317.27415,-1,305.84742
18,0,15.368720000000001,44,2,0,304.70287,11,304.54994,0,317.27415,-1,305.84742
19,0,15.368720000000001,31,2,0,304.70287,16,304.54994,0,317.27415,-1,305.84742
20,0,15.368720000000001,43,2,0,304.70287,2,304.54994,0,317.27415,-1,305.84742
21,0,15.368720000000001,47,2,0,304.70287,24,304.54994,0,317.27415,-1,305.84742
22,0,15.368720000000001,43,2,0,304.70287,12,304.54994,0,317.27415,-1,305.84742
23,0,15.368720000000001,39,2,0,304.70287,8,304.54994,0,317.27415,-1,305.84742
24,0,15.368720000000001,44,2,0,304.70287,13,304.54994,0,317.27415,-1,305.84742
25,0,15.368720000000001,47,2,0,304.70287,4,304.54994,0,317.27415,-1,305.84742
26,0,15.368720000000001,34,2,0,304.70287,7,304.54994,0,317.27415,-1,305.84742
