,id,time,event,option1
0,65143451,0.03488425925925926,others,
1,65143451,0.06881944444444445,others,
2,65143451,0.10324074074074074,others,
3,65143451,0.1375,others,
4,65143451,0.17234953703703704,others,
5,65143451,0.20697916666666666,others,
6,65143451,0.24125,others,
7,65143451,0.2757291666666667,others,
8,65143451,0.3115509259259259,others,
9,65143451,0.3434143518518519,others,
10,65143451,0.6901273148148148,others,
11,65143451,0.6911574074074074,others,
12,65143451,0.7228935185185185,others,
13,65143451,0.7548263888888889,others,
14,65143451,0.7870717592592592,others,
15,65143451,1.5747569444444445,others,
16,65143451,1.5764004629629629,others,
17,65143451,1.5773611111111112,others,
18,65143451,1.649525462962963,others,
19,65143451,1.683888888888889,others,
20,65143451,1.7883564814814814,drama,
21,65143451,1.8173726851851852,drama,
22,65143451,1.842349537037037,drama,
23,65143451,1.8722916666666667,others,
24,65143451,1.9215393518518518,others,
25,65143451,2.8371643518518517,drama,
26,65143451,3.757465277777778,others,
27,65143451,3.7657986111111112,others,
28,65143451,3.949189814814815,others,
29,65143451,3.9516666666666667,others,
30,65143451,4.929930555555556,others,
31,65143451,5.874560185185185,others,
32,65143451,6.596875,others,
33,65143451,6.756712962962963,others,
34,65143451,6.811412037037037,drama,
35,65143451,7.791122685185186,entertainment,
36,65143451,7.8157754629629625,entertainment,
37,65143451,7.841469907407407,entertainment,
38,65143451,7.877395833333333,entertainment,
39,65143451,9.17070601851852,entertainment,
40,65143451,10.774548611111111,drama,
41,65143451,12.943703703703704,drama,
42,65143451,12.972777777777777,drama,
43,65143451,13.924641203703704,others,
44,65143451,14.559305555555556,others,
45,65143451,14.577106481481481,others,
46,65143451,14.578101851851851,others,
47,65143451,14.61400462962963,others,
48,65143451,14.634895833333333,others,
49,65143451,14.667222222222222,others,
50,65143451,14.69556712962963,others,
51,65143451,14.707349537037038,others,
52,65143451,14.74519675925926,others,
53,65143451,14.799768518518519,military,
54,65143451,14.862268518518519,others,
55,65143451,14.865509259259259,others,
56,65143451,14.897986111111111,others,
57,65143451,15.294189814814814,others,
58,65143451,15.29605324074074,others,
59,65143451,15.297245370370371,others,
60,65143451,15.304988425925925,others,
61,65143451,15.674733796296296,others,
62,65143451,15.707071759259259,others,
63,65143451,17.012997685185184,entertainment,
64,65143451,17.019386574074073,entertainment,
65,65143451,17.027604166666666,entertainment,
66,65143451,17.03423611111111,entertainment,
67,65143451,17.039537037037036,entertainment,
68,65143451,17.04685185185185,entertainment,
69,65143451,17.0540625,others,
70,65143451,26.913252314814816,daily life,
71,65143451,26.92064814814815,daily life,
72,65143451,26.949467592592594,daily life,
73,65143451,26.97037037037037,daily life,
74,65143451,26.992708333333333,daily life,
75,65143451,27.016354166666666,daily life,
76,65143451,27.042662037037037,daily life,
77,65143451,27.33619212962963,daily life,
78,65143451,28.8778125,others,
79,65143451,28.879618055555557,others,
80,65143451,28.880902777777777,others,
81,65143451,28.883553240740742,others,
82,65143451,28.886655092592594,others,
83,65143451,28.920578703703704,others,
84,65143451,29.263969907407407,others,
85,65143451,29.267650462962962,others,
86,65143451,29.277025462962964,others,
87,65143451,29.950833333333332,others,
88,65143451,30.93744212962963,others,
89,65143451,31.24355324074074,others,
90,65143451,31.61777777777778,entertainment,
91,65143451,31.733472222222222,drama,
92,65143451,31.776215277777776,movie,
93,65143451,31.893738425925925,others,
94,65143451,32.803587962962965,news,
95,65143451,32.80663194444445,news,
96,65143451,32.80851851851852,news,
97,65143451,32.80925925925926,economy,
98,65143451,32.81037037037037,news,
99,65143451,32.81658564814815,news,
100,65143451,32.81777777777778,economy,
101,65143451,32.82077546296296,economy,
102,65143451,32.82262731481482,economy,
103,65143451,32.82486111111111,news,
104,65143451,32.82606481481481,economy,
105,65143451,32.82894675925926,news,
106,65143451,32.82894675925926,news,
107,65143451,32.83076388888889,law,
108,65143451,32.83266203703704,economy,
109,65143451,32.83592592592593,economy,
110,65143451,32.84042824074074,economy,
111,65143451,32.84180555555555,economy,
112,65143451,32.84761574074074,economy,
113,65143451,32.85061342592593,economy,
114,65143451,32.852476851851854,economy,
115,65143451,33.77167824074074,others,
116,65143451,33.9203587962963,others,
117,65143451,33.92233796296296,others,
118,65143451,34.29574074074074,news,
119,65143451,34.30065972222222,news,
120,65143451,34.3021875,news,
121,65143451,34.308113425925924,news,
122,65143451,34.31445601851852,news,
123,65143451,34.31836805555555,news,
124,65143451,34.3271875,news,
125,65143451,34.74501157407408,news,
126,65143451,34.75210648148148,news,
127,65143451,34.75938657407407,news,
128,65143451,34.76721064814815,news,
129,65143451,34.774988425925926,news,
130,65143451,34.781215277777775,news,
131,65143451,34.787511574074074,news,
132,65143451,34.796018518518515,news,
133,65143451,34.803715277777776,news,
134,65143451,34.811585648148146,news,
135,65143451,34.82253472222222,news,
136,65143451,35.75287037037037,entertainment,
137,65143451,35.75782407407407,entertainment,
138,65143451,35.76097222222222,entertainment,
139,65143451,35.763900462962965,entertainment,
140,65143451,35.76606481481482,entertainment,
141,65143451,35.76850694444445,entertainment,
142,65143451,35.77362268518519,entertainment,
143,65143451,35.77425925925926,entertainment,
144,65143451,35.77688657407408,entertainment,
145,65143451,35.77739583333334,entertainment,
146,65143451,35.780659722222225,entertainment,
147,65143451,35.78427083333333,entertainment,
148,65143451,35.78787037037037,entertainment,
149,65143451,35.793252314814815,entertainment,
150,65143451,35.79737268518519,entertainment,
151,65143451,35.80070601851852,entertainment,
152,65143451,35.80517361111111,entertainment,
153,65143451,35.807800925925925,entertainment,
154,65143451,35.81121527777778,entertainment,
155,65143451,35.81947916666667,entertainment,
156,65143451,35.82842592592593,entertainment,
157,65143451,35.83726851851852,entertainment,
158,65143451,35.8425,entertainment,
159,65143451,35.84657407407408,entertainment,
160,65143451,35.8534375,entertainment,
161,65143451,35.85793981481481,entertainment,
162,65143451,35.86134259259259,entertainment,
163,65143451,35.86826388888889,entertainment,
164,65143451,35.8709375,entertainment,
165,65143451,35.880451388888886,entertainment,
166,65143451,35.88928240740741,entertainment,
167,65143451,35.89987268518519,entertainment,
168,65143451,35.909375,entertainment,
169,65143451,35.91155092592592,entertainment,
170,65143451,36.78491898148148,entertainment,
171,65143451,36.78560185185185,entertainment,
172,65143451,36.79670138888889,entertainment,
173,65143451,36.800358796296294,entertainment,
174,65143451,36.80436342592593,entertainment,
175,65143451,37.795081018518516,entertainment,
176,65143451,38.29894675925926,news,
177,65143451,38.3075,news,
178,65143451,38.31418981481482,news,
179,65143451,38.31478009259259,news,
180,65143451,38.316006944444446,news,
181,65143451,38.32194444444445,news,
182,65143451,38.3384375,news,
183,65143451,38.53552083333334,others,
184,65143451,38.56585648148148,others,
185,65143451,38.72645833333333,news,
186,65143451,38.74295138888889,news,
187,65143451,38.744560185185186,news,
188,65143451,38.74521990740741,news,
189,65143451,38.74616898148148,news,
190,65143451,38.747638888888886,economy,
191,65143451,38.74888888888889,news,
192,65143451,38.74962962962963,news,
193,65143451,38.75140046296296,news,
194,65143451,38.75298611111111,news,
195,65143451,38.75410879629629,science,
196,65143451,38.758784722222224,military,
197,65143451,38.75972222222222,news,
198,65143451,38.76076388888889,news,
199,65143451,38.762256944444445,news,
200,65143451,38.76291666666667,news,
201,65143451,38.76392361111111,military,
202,65143451,38.78041666666667,military,
203,65143451,38.7962962962963,military,
204,65143451,38.80894675925926,others,
205,65143451,38.838368055555556,others,
206,65143451,38.9428125,others,
207,65143451,39.80394675925926,others,
208,65143451,39.833321759259256,others,
209,65143451,39.86269675925926,others,
210,65143451,40.77866898148148,drama,
211,65143451,40.78106481481481,others,
212,65143451,40.810011574074075,others,
213,65143451,40.83895833333333,others,
214,65143451,41.76003472222222,others,
215,65143451,41.78900462962963,others,
216,65143451,41.81792824074074,others,
217,65143451,41.81917824074074,others,
218,65143451,41.849201388888886,others,
219,65143451,42.7590162037037,entertainment,
220,65143451,42.76090277777778,others,
221,65143451,42.762372685185184,others,
222,65143451,42.76586805555556,drama,
223,65143451,42.79612268518518,drama,
224,65143451,42.82482638888889,drama,
225,65143451,42.85364583333333,drama,
226,65143451,43.54951388888889,drama,
227,65143451,43.5796412037037,drama,
228,65143451,43.74711805555555,drama,
229,65143451,43.758287037037036,drama,
230,65143451,43.78731481481481,drama,
231,65143451,43.81599537037037,drama,
232,65143451,44.67226851851852,news,
233,65143451,44.673680555555556,law,
234,65143451,44.67474537037037,news,
235,65143451,44.675300925925924,news,
236,65143451,44.67644675925926,news,
237,65143451,44.694097222222226,news,
238,65143451,44.70039351851852,news,
239,65143451,44.747071759259256,others,
240,65143451,44.760729166666664,drama,
241,65143451,44.78981481481482,drama,
242,65143451,44.81898148148148,drama,
243,65143451,44.84800925925926,drama,
244,65143451,44.8771412037037,drama,
245,65143451,45.74403935185185,drama,
246,65143451,45.77565972222222,drama,
247,65143451,45.80630787037037,drama,
248,65143451,45.835659722222225,drama,
249,65143451,45.864895833333335,drama,
250,65143451,45.89390046296296,drama,
251,65143451,46.55820601851852,drama,
252,65143451,46.56138888888889,others,
253,65143451,46.59077546296297,others,
254,65143451,46.65706018518519,others,
255,65143451,46.66960648148148,others,
256,65143451,46.69976851851852,news,
257,65143451,46.701643518518516,news,
258,65143451,46.70356481481482,news,
259,65143451,46.70872685185185,news,
260,65143451,46.71024305555556,news,
261,65143451,46.71238425925926,news,
262,65143451,46.73241898148148,drama,
263,65143451,46.76159722222222,drama,
264,65143451,46.79329861111111,drama,
265,65143451,46.82246527777778,drama,
266,65143451,46.85177083333333,drama,
267,65143451,46.881018518518516,drama,
268,65143451,48.7628587962963,drama,
269,65143451,48.764074074074074,drama,
270,65143451,48.82503472222222,drama,
271,65143451,48.85440972222222,drama,
272,65143451,48.883599537037036,drama,
273,65143451,49.75804398148148,others,
274,65143451,49.75976851851852,others,
275,65143451,49.76103009259259,others,
276,65143451,49.79043981481482,others,
277,65143451,49.8196412037037,others,
278,65143451,49.84883101851852,others,
279,65143451,49.87813657407408,others,
280,65143451,49.90208333333333,drama,
281,65143451,50.594027777777775,news,
282,65143451,50.60690972222222,news,
283,65143451,50.6084375,news,
284,65143451,50.60949074074074,news,
285,65143451,50.68856481481482,economy,
286,65143451,50.7247337962963,others,
287,65143451,50.75425925925926,others,
288,65143451,50.78365740740741,others,
289,65143451,50.81375,others,
290,65143451,50.84335648148148,others,
291,65143451,50.872638888888886,others,
292,65143451,51.29732638888889,economy,
293,65143451,51.297847222222224,economy,
294,65143451,51.30002314814815,news,
295,65143451,51.30372685185185,economy,
296,65143451,51.30626157407407,economy,
297,65143451,51.30675925925926,economy,
298,65143451,51.30803240740741,economy,
299,65143451,51.310949074074074,economy,
300,65143451,51.53771990740741,documentary,
301,65143451,51.55861111111111,documentary,
302,65143451,51.59133101851852,documentary,
303,65143451,51.60859953703704,documentary,
304,65143451,51.62914351851852,documentary,
305,65143451,51.6496875,documentary,
306,65143451,51.67041666666667,economy,
307,65143451,51.67100694444444,news,
308,65143451,51.671782407407406,news,
309,65143451,51.67378472222222,daily life,
310,65143451,51.67494212962963,news,
311,65143451,51.676180555555554,news,
312,65143451,51.67924768518518,news,
313,65143451,51.68082175925926,news,
314,65143451,51.68247685185185,economy,
315,65143451,51.68306712962963,news,
316,65143451,51.68384259259259,news,
317,65143451,51.68585648148148,daily life,
318,65143451,51.68685185185185,economy,
319,65143451,51.68915509259259,sports,
320,65143451,51.68975694444445,news,
321,65143451,51.69125,news,
322,65143451,51.69315972222222,news,
323,65143451,51.69418981481481,news,
324,65143451,51.76165509259259,others,
325,65143451,51.79103009259259,others,
326,65143451,51.81896990740741,others,
327,65143451,51.848645833333336,others,
328,65143451,51.87804398148148,others,
329,65143451,52.222800925925924,news,
330,65143451,52.22398148148148,news,
331,65143451,52.22900462962963,law,
332,65143451,52.23046296296296,news,
333,65143451,52.23483796296296,daily life,
334,65143451,52.23725694444445,news,
335,65143451,52.23996527777778,law,
336,65143451,52.24087962962963,news,
337,65143451,52.242407407407406,news,
338,65143451,52.24357638888889,news,
339,65143451,52.24505787037037,news,
340,65143451,52.24556712962963,sports,
341,65143451,52.2465625,news,
342,65143451,52.24899305555556,kids,
343,65143451,52.25246527777778,law,
344,65143451,52.25394675925926,entertainment,
345,65143451,52.25524305555555,news,
346,65143451,52.25596064814815,law,
347,65143451,52.55008101851852,news,
348,65143451,52.55332175925926,news,
349,65143451,52.554525462962964,news,
350,65143451,52.758217592592594,others,
351,65143451,52.758969907407405,others,
352,65143451,52.788333333333334,others,
353,65143451,52.820729166666666,others,
354,65143451,52.85175925925926,others,
355,65143451,52.88260416666667,others,
356,65143451,52.91945601851852,news,
357,65143451,52.92109953703704,law,
358,65143451,52.923414351851854,news,
