,time,event0,event1,event2
0,0,-0.34053826,1.2354857921600342,-0.4609117805957794
1,1,0.89116204,1.2354857921600342,-0.4609117805957794
2,2,0.049341105,1.2354857921600342,-0.4609117805957794
3,3,-0.78904736,1.2354857921600342,-0.4609117805957794
4,4,0.85232735,1.2354857921600342,-0.4609117805957794
5,5,0.37434196,1.2354857921600342,-0.4609117805957794
6,6,-0.010869661,1.2354857921600342,-0.4609117805957794
7,7,-0.06672271,1.2354857921600342,-0.4609117805957794
8,8,0.24433601,1.2354857921600342,-0.4609117805957794
9,9,-0.8920454,1.2354857921600342,-0.4609117805957794
10,10,0.0,1.2354857921600342,-0.4609117805957794
