,time,event0,event1,event2
0,0,0.17237674,1.3284146785736084,0.3703169822692871
1,1,0.54257953,1.3284146785736084,0.3703169822692871
2,2,-0.83904415,1.3284146785736084,0.3703169822692871
3,3,-0.94897914,1.3284146785736084,0.3703169822692871
4,4,-0.8022731,1.3284146785736084,0.3703169822692871
5,5,-0.35760626,1.3284146785736084,0.3703169822692871
6,6,-0.5563109,1.3284146785736084,0.3703169822692871
7,7,0.951036,1.3284146785736084,0.3703169822692871
8,8,-0.1636952,1.3284146785736084,0.3703169822692871
9,9,-0.5909939,1.3284146785736084,0.3703169822692871
10,10,1.0,1.3284146785736084,0.3703169822692871
