,time,event0,event1,event2
0,0,0.78511155,0.0261844415217638,-0.6012623906135559
1,1,-0.7278584,0.0261844415217638,-0.6012623906135559
2,2,-0.51423335,0.0261844415217638,-0.6012623906135559
3,3,-0.5051853,0.0261844415217638,-0.6012623906135559
4,4,0.014954363,0.0261844415217638,-0.6012623906135559
5,5,-0.54019624,0.0261844415217638,-0.6012623906135559
6,6,-0.71030766,0.0261844415217638,-0.6012623906135559
7,7,0.62002015,0.0261844415217638,-0.6012623906135559
8,8,-0.9578971,0.0261844415217638,-0.6012623906135559
9,9,0.13349694,0.0261844415217638,-0.6012623906135559
10,10,0.0,0.0261844415217638,-0.6012623906135559
