,time,event0,event1,event2
0,0,0.5094186,3.6219701766967773,-0.14890462160110474
1,1,-0.588803,3.6219701766967773,-0.14890462160110474
2,2,-0.775137,3.6219701766967773,-0.14890462160110474
3,3,-0.7427886,3.6219701766967773,-0.14890462160110474
4,4,-0.070464514,3.6219701766967773,-0.14890462160110474
5,5,0.77614343,3.6219701766967773,-0.14890462160110474
6,6,0.5153475,3.6219701766967773,-0.14890462160110474
7,7,0.9956218,3.6219701766967773,-0.14890462160110474
8,8,-0.63097376,3.6219701766967773,-0.14890462160110474
9,9,-0.15873346,3.6219701766967773,-0.14890462160110474
10,10,1.0,3.6219701766967773,-0.14890462160110474
