,time,event0,event1,event2
0,0,0.09785995,3.6219701766967773,-0.41551345586776733
1,1,0.9182202,3.6219701766967773,-0.41551345586776733
2,2,-0.4354026,3.6219701766967773,-0.41551345586776733
3,3,0.18402322,3.6219701766967773,-0.41551345586776733
4,4,-0.42550188,3.6219701766967773,-0.41551345586776733
5,5,-0.24273606,3.6219701766967773,-0.41551345586776733
6,6,-0.5783813,3.6219701766967773,-0.41551345586776733
7,7,-0.17475648,3.6219701766967773,-0.41551345586776733
8,8,-0.39439604,3.6219701766967773,-0.41551345586776733
9,9,0.20956415,3.6219701766967773,-0.41551345586776733
10,10,1.0,3.6219701766967773,-0.41551345586776733
