,time,event0,event1,event2
0,0,0.29590476,0.21005241572856903,1.037246584892273
1,1,-0.12721647,0.21005241572856903,1.037246584892273
2,2,0.24528104,0.21005241572856903,1.037246584892273
3,3,-0.5806623,0.21005241572856903,1.037246584892273
4,4,0.24626644,0.21005241572856903,1.037246584892273
5,5,-0.91918725,0.21005241572856903,1.037246584892273
6,6,0.24764109,0.21005241572856903,1.037246584892273
7,7,-0.32357064,0.21005241572856903,1.037246584892273
8,8,0.16402608,0.21005241572856903,1.037246584892273
9,9,-0.88664424,0.21005241572856903,1.037246584892273
10,10,0.0,0.21005241572856903,1.037246584892273
