,time,event0,event1,event2
0,0,0.44722596,2.8336989879608154,-0.21905578672885895
1,1,0.6783862,2.8336989879608154,-0.21905578672885895
2,2,0.38490185,2.8336989879608154,-0.21905578672885895
3,3,0.06016568,2.8336989879608154,-0.21905578672885895
4,4,-0.20866981,2.8336989879608154,-0.21905578672885895
5,5,-0.47532028,2.8336989879608154,-0.21905578672885895
6,6,-0.25309923,2.8336989879608154,-0.21905578672885895
7,7,-0.5999078,2.8336989879608154,-0.21905578672885895
8,8,-0.26942834,2.8336989879608154,-0.21905578672885895
9,9,0.83918583,2.8336989879608154,-0.21905578672885895
10,10,1.0,2.8336989879608154,-0.21905578672885895
