,time,event0,event1,event2
0,0,-0.45048282,0.00188632239587605,0.25574955344200134
1,1,0.41371334,0.00188632239587605,0.25574955344200134
2,2,0.2445679,0.00188632239587605,0.25574955344200134
3,3,0.39803857,0.00188632239587605,0.25574955344200134
4,4,-0.7337325,0.00188632239587605,0.25574955344200134
5,5,0.22161736,0.00188632239587605,0.25574955344200134
6,6,-0.27327633,0.00188632239587605,0.25574955344200134
7,7,-0.887804,0.00188632239587605,0.25574955344200134
8,8,0.6459108,0.00188632239587605,0.25574955344200134
9,9,-0.795396,0.00188632239587605,0.25574955344200134
10,10,0.0,0.00188632239587605,0.25574955344200134
