,time,event0,event1,event2
0,0,0.61050427,3.6219701766967773,-0.6598813533782959
1,1,0.95845217,3.6219701766967773,-0.6598813533782959
2,2,-0.6605639,3.6219701766967773,-0.6598813533782959
3,3,0.8504679,3.6219701766967773,-0.6598813533782959
4,4,-0.27676904,3.6219701766967773,-0.6598813533782959
5,5,0.7815171,3.6219701766967773,-0.6598813533782959
6,6,-0.8305753,3.6219701766967773,-0.6598813533782959
7,7,0.35526642,3.6219701766967773,-0.6598813533782959
8,8,-0.8934703,3.6219701766967773,-0.6598813533782959
9,9,0.4190381,3.6219701766967773,-0.6598813533782959
10,10,1.0,3.6219701766967773,-0.6598813533782959
