,Unnamed: 0,Unnamed: 0.1,time,event
0,0,0,6,10
1,1,1,6,6
2,2,2,7,56
3,3,3,7,7
4,4,4,8,0
5,5,5,9,2
6,6,6,10,0
7,7,7,19,1
8,8,8,21,10
9,9,9,22,27
10,10,10,23,16
11,11,11,25,0
12,12,12,26,50
13,13,13,27,10
14,14,14,27,6
15,15,15,27,0
16,16,16,28,4
17,17,17,28,18
18,18,18,29,47
19,19,19,29,50
20,20,20,30,50
21,21,21,31,0
22,22,22,32,27
23,23,23,32,4
24,24,24,32,7
25,25,25,32,13
26,26,26,35,26
27,27,27,37,4
28,28,28,39,30
29,29,29,39,32
30,30,30,40,13
31,31,31,41,2
32,32,32,41,18
33,33,33,41,0
34,34,34,42,13
35,35,35,44,27
36,36,36,44,50
37,37,37,45,41
38,38,38,46,18
39,39,39,49,4
40,40,40,49,14
41,41,41,49,6
42,42,42,50,1
43,43,43,52,16
44,44,44,52,0
45,45,45,55,18
46,46,46,57,22
47,47,47,57,1
48,48,48,60,30
49,49,49,60,18
50,50,50,62,0
51,51,51,64,13
52,52,52,66,2
53,53,53,66,1
54,54,54,66,20
55,55,55,68,27
56,56,56,71,1
57,57,57,74,16
58,58,58,76,5
59,59,59,76,18
60,60,60,76,0
61,61,61,77,13
62,62,62,78,1
63,63,63,80,16
64,64,64,80,24
65,65,65,83,13
66,66,66,85,0
67,67,67,86,18
68,68,68,87,54
69,69,69,89,0
70,70,70,90,4
71,71,71,91,4
72,72,72,91,6
73,73,73,92,15
74,74,74,92,18
75,75,75,92,50
76,76,76,94,0
77,77,77,96,13
78,78,78,98,9
79,79,79,99,4
80,80,80,99,18
81,81,81,99,0
82,82,82,99,26
83,83,83,99,9
84,84,84,102,1
85,85,85,102,35
86,86,86,104,1
87,87,87,105,3
88,89,89,107,11
89,91,91,108,49
90,92,92,109,18
91,93,93,109,1
92,94,94,113,16
93,95,95,113,49
94,96,96,113,7
95,97,97,118,0
96,98,98,122,0
97,99,99,123,18
98,100,100,126,0
99,101,101,128,0
100,103,103,129,13
101,104,104,130,18
102,105,105,130,33
103,106,106,131,0
104,107,107,133,31
105,108,108,133,1
106,109,109,133,0
107,111,111,135,18
108,112,112,138,27
109,113,113,139,1
110,114,114,142,18
111,115,115,142,16
112,116,116,142,0
113,117,117,143,0
114,118,118,145,14
115,119,119,145,6
116,120,120,146,14
117,121,121,146,13
118,122,122,148,7
119,123,123,149,29
120,124,124,149,7
121,125,125,150,0
122,126,126,151,7
123,127,127,152,2
124,128,128,152,27
125,129,129,153,18
126,130,130,155,1
127,131,131,156,7
128,132,132,157,13
129,133,133,163,18
130,134,134,165,2
131,135,135,165,27
132,136,136,166,16
133,137,137,166,1
134,138,138,170,16
135,139,139,170,13
136,140,140,173,1
