,Unnamed: 0,Unnamed: 0.1,time,event
0,0,0,2,2
1,1,1,2,51
2,2,2,2,4
3,3,3,5,4
4,4,4,8,4
5,5,5,8,19
6,6,6,9,4
7,7,7,10,2
8,8,8,10,0
9,9,9,13,4
10,10,10,13,0
11,11,11,14,4
12,12,12,15,4
13,13,13,15,0
14,14,14,17,2
15,15,15,17,4
16,16,16,18,4
17,17,17,19,4
18,18,18,20,0
19,19,19,22,1
20,20,20,29,2
21,21,21,29,0
22,22,22,31,4
23,23,23,32,2
24,24,24,32,4
25,25,25,32,1
26,26,26,35,0
27,27,27,38,4
28,28,28,40,2
29,29,29,40,19
30,30,30,40,0
31,31,31,41,2
32,32,32,45,2
33,33,33,45,4
34,34,34,45,0
35,35,35,46,0
36,36,36,47,4
37,37,37,47,0
38,39,39,48,0
39,40,40,51,4
40,41,41,52,4
41,42,42,55,4
42,43,43,55,19
43,44,44,55,0
44,45,45,57,4
45,46,46,58,2
46,47,47,58,14
47,48,48,59,4
48,49,49,59,0
49,50,50,60,4
50,51,51,61,1
51,52,52,62,4
52,53,53,64,33
53,54,54,65,4
54,55,55,65,0
55,56,56,67,2
56,57,57,67,4
57,58,58,68,0
58,59,59,69,2
59,60,60,69,4
60,61,61,69,0
61,62,62,69,9
62,63,63,71,4
63,64,64,74,0
64,65,65,75,0
65,66,66,76,0
66,68,68,78,4
67,69,69,80,2
68,70,70,80,4
69,71,71,80,0
70,73,73,81,4
71,74,74,82,14
72,75,75,84,4
73,76,76,85,0
74,77,77,87,4
75,78,78,87,19
76,79,79,89,1
77,80,80,89,0
78,81,81,91,2
79,82,82,91,4
80,83,83,91,0
81,84,84,93,45
82,85,85,94,4
83,86,86,94,0
84,87,87,95,0
85,88,88,96,14
86,89,89,97,2
87,90,90,97,4
88,91,91,98,14
89,92,92,99,4
90,93,93,99,0
91,94,94,100,1
92,95,95,100,0
93,96,96,101,1
94,97,97,102,4
95,99,99,105,2
96,100,100,105,4
97,101,101,106,33
98,102,102,106,1
99,103,103,107,4
100,104,104,108,4
101,105,105,109,7
102,106,106,110,2
103,107,107,110,4
104,108,108,110,0
105,109,109,112,2
106,110,110,112,4
107,112,112,114,33
108,113,113,114,0
109,114,114,115,4
110,115,115,115,14
111,116,116,116,40
112,117,117,117,2
113,118,118,118,0
114,119,119,120,0
115,120,120,122,4
116,121,121,124,0
117,122,122,125,4
118,123,123,127,4
119,124,124,127,0
120,125,125,129,4
121,126,126,129,0
122,127,127,131,3
123,128,128,131,14
124,129,129,132,4
125,130,130,133,2
126,131,131,133,33
127,132,132,133,0
128,133,133,134,2
129,134,134,134,4
130,135,135,135,0
131,136,136,136,0
132,137,137,137,2
133,138,138,137,4
134,139,139,139,4
135,140,140,139,19
136,141,141,139,0
137,142,142,141,0
138,143,143,142,4
139,144,144,144,2
140,145,145,144,4
141,146,146,146,4
142,147,147,147,4
143,148,148,147,0
144,149,149,148,4
145,150,150,150,4
146,151,151,150,0
147,152,152,153,2
148,153,153,153,0
149,154,154,155,2
150,155,155,155,0
151,156,156,157,4
152,157,157,157,0
153,158,158,159,0
154,159,159,160,2
155,161,161,161,4
156,162,162,162,4
157,163,163,164,4
158,164,164,166,2
159,165,165,166,4
160,166,166,166,0
161,167,167,167,4
162,168,168,167,0
163,169,169,169,4
164,170,170,169,19
165,172,172,170,2
166,173,173,170,4
167,174,174,171,4
168,175,175,171,0
169,176,176,173,2
170,177,177,176,4
171,178,178,176,19
172,179,179,177,2
173,180,180,177,0
174,181,181,178,4
175,182,182,178,0
176,183,183,179,0
177,184,184,183,4
178,185,185,184,4
179,186,186,185,17
180,187,187,188,4
181,188,188,188,0
182,189,189,189,19
183,190,190,189,0
184,191,191,192,46
185,192,192,192,2
186,193,193,192,4
187,194,194,192,0
188,195,195,194,0
189,196,196,195,0
190,197,197,196,0
191,199,199,198,2
192,200,200,198,0
193,202,202,198,26
194,203,203,199,15
195,204,204,199,4
196,205,205,199,0
197,206,206,201,4
198,207,207,201,1
199,208,208,201,0
200,209,209,201,9
201,210,210,202,2
202,211,211,202,4
203,212,212,202,0
204,213,213,204,0
205,214,214,207,2
206,215,215,208,2
207,216,216,212,6
208,217,217,217,4
209,218,218,217,0
210,219,219,218,4
211,220,220,219,1
212,221,221,220,15
213,222,222,220,0
214,223,223,221,4
215,224,224,223,2
216,225,225,223,0
217,226,226,224,4
218,227,227,224,0
219,228,228,227,2
220,229,229,227,15
221,231,231,227,4
222,232,232,227,0
223,233,233,228,39
224,234,234,229,4
225,235,235,230,2
226,236,236,230,4
227,237,237,230,0
228,238,238,231,2
229,239,239,231,4
230,240,240,232,4
231,241,241,233,34
232,242,242,234,0
233,243,243,235,0
234,244,244,236,1
235,245,245,237,2
236,246,246,237,3
237,247,247,237,4
238,248,248,237,0
239,249,249,238,2
240,250,250,238,4
241,251,251,239,4
242,252,252,240,0
243,253,253,241,4
244,254,254,241,7
245,255,255,242,1
246,256,256,243,4
247,257,257,243,0
248,258,258,244,4
249,259,259,246,0
250,260,260,248,4
251,261,261,248,19
252,262,262,249,1
253,263,263,250,1
254,264,264,251,2
255,265,265,251,0
256,266,266,251,9
257,267,267,252,2
258,268,268,252,0
259,269,269,254,4
260,270,270,255,4
261,271,271,255,1
262,272,272,256,15
263,273,273,256,0
264,274,274,258,4
265,275,275,258,0
266,276,276,259,0
267,277,277,261,2
268,278,278,261,4
269,279,279,261,0
270,280,280,262,0
271,281,281,264,4
272,282,282,265,2
273,283,283,265,0
274,284,284,266,4
275,285,285,267,2
276,286,286,267,4
277,287,287,269,0
278,288,288,270,4
279,289,289,272,2
280,290,290,272,4
281,291,291,273,4
282,292,292,273,0
283,293,293,275,4
284,294,294,277,4
285,295,295,279,4
286,296,296,280,2
287,297,297,280,0
288,298,298,282,0
289,299,299,284,4
290,301,301,286,2
291,302,302,286,14
292,303,303,286,0
293,304,304,288,4
294,305,305,290,2
295,306,306,290,0
