,Unnamed: 0,Unnamed: 0.1,time,event
0,0,0,0,0
1,1,1,8,30
2,2,2,17,4
3,3,3,28,1
4,4,4,29,1
5,5,5,31,0
6,6,6,32,2
7,7,7,32,4
8,8,8,35,6
9,9,9,35,0
10,10,10,35,13
11,11,11,37,4
12,12,12,39,0
13,13,13,40,2
14,14,14,40,0
15,15,15,41,0
16,16,16,43,17
17,17,17,44,0
18,18,18,45,4
19,19,19,46,4
20,20,20,46,17
21,21,21,46,0
22,22,22,47,3
23,23,23,47,0
24,24,24,48,17
25,25,25,48,0
26,26,26,49,17
27,27,27,50,17
28,28,28,51,17
29,29,29,51,0
30,30,30,52,2
31,31,31,53,0
32,32,32,54,0
33,33,33,55,17
34,34,34,55,0
35,35,35,56,0
36,36,36,57,4
37,37,37,58,4
38,38,38,58,17
39,39,39,59,17
40,40,40,63,2
41,41,41,64,4
42,42,42,65,4
43,43,43,66,4
44,44,44,67,0
45,45,45,68,4
46,46,46,68,1
47,47,47,68,0
48,48,48,71,32
49,49,49,75,22
50,50,50,76,4
51,51,51,79,4
52,52,52,80,4
53,53,53,82,4
54,54,54,83,0
55,55,55,84,4
56,56,56,84,0
57,57,57,85,2
58,58,58,85,32
59,59,59,86,32
60,60,60,89,4
61,61,61,90,4
62,62,62,92,4
63,63,63,93,3
64,64,64,93,4
65,65,65,94,4
66,66,66,94,0
67,67,67,95,4
68,68,68,95,0
69,69,69,97,4
70,70,70,97,0
71,71,71,100,4
72,72,72,104,4
73,73,73,109,4
74,74,74,110,3
75,75,75,110,4
76,76,76,110,0
77,77,77,113,51
78,78,78,113,50
79,79,79,113,0
80,80,80,113,9
81,81,81,114,2
82,82,82,114,4
83,83,83,116,13
84,84,84,118,0
85,85,85,120,2
86,86,86,120,4
87,87,87,121,30
88,88,88,121,4
89,89,89,121,0
90,90,90,122,4
91,91,91,123,4
92,92,92,124,4
93,93,93,124,7
94,94,94,125,3
95,95,95,125,4
96,96,96,125,0
97,97,97,129,0
98,98,98,130,4
99,99,99,137,4
100,100,100,139,4
101,101,101,139,0
102,102,102,141,0
103,103,103,144,2
104,104,104,144,4
105,105,105,198,1
106,106,106,213,0
107,107,107,271,30
108,108,108,272,4
109,109,109,274,3
110,110,110,274,4
111,111,111,275,4
112,112,112,276,0
113,113,113,277,4
114,114,114,277,0
115,115,115,278,4
116,116,116,279,4
117,117,117,280,44
118,118,118,280,4
119,119,119,280,12
120,120,120,280,14
121,121,121,280,6
122,122,122,281,4
123,123,123,281,1
124,124,124,281,0
125,125,125,282,4
126,126,126,282,14
127,127,127,285,4
128,128,128,290,2
129,129,129,294,15
130,130,130,294,4
131,131,131,296,4
132,132,132,298,4
133,133,133,301,3
134,134,134,301,4
135,135,135,301,0
136,136,136,302,4
137,137,137,302,0
138,138,138,303,4
139,139,139,305,28
140,140,140,305,9
141,141,141,306,14
142,142,142,306,0
143,143,143,306,7
144,144,144,308,3
145,145,145,308,0
146,146,146,310,0
147,147,147,311,0
148,148,148,311,13
149,149,149,314,33
150,150,150,315,15
151,151,151,315,0
152,152,152,315,13
153,153,153,316,0
154,154,154,317,4
155,155,155,317,1
156,156,156,317,0
157,157,157,318,51
158,158,158,318,1
159,159,159,318,0
160,160,160,320,34
161,161,161,320,56
162,162,162,320,0
163,163,163,320,13
164,164,164,322,0
165,165,165,322,7
166,166,166,324,0
167,168,168,326,0
168,169,169,327,4
169,170,170,330,0
170,171,171,333,24
171,172,172,334,0
172,173,173,336,0
173,174,174,337,4
174,175,175,339,27
175,176,176,339,1
176,177,177,339,0
177,178,178,342,1
178,179,179,343,4
179,180,180,343,0
180,181,181,344,27
181,182,182,345,0
182,183,183,349,1
183,184,184,350,33
184,185,185,351,33
185,186,186,352,33
186,187,187,355,33
187,188,188,356,45
188,189,189,357,24
189,190,190,360,0
190,191,191,362,5
191,192,192,362,27
192,193,193,362,1
193,194,194,364,4
194,195,195,364,0
195,196,196,365,0
196,197,197,367,2
197,198,198,367,4
198,199,199,367,33
