,Unnamed: 0,time,event
0,0,0.0,4.0
1,1,0.0,0.0
2,2,0.0,0.0
3,3,0.0,4.0
4,4,0.0,4.0
5,5,0.0,1.0
6,6,1.1574074074074074e-14,0.0
7,7,2.3148148148148147e-14,4.0
8,8,2.3148148148148147e-14,3.0
9,9,2.3148148148148147e-14,3.0
10,10,2.3148148148148147e-14,0.0
11,11,2.3148148148148147e-14,3.0
12,12,2.3148148148148147e-14,1.0
13,13,2.3148148148148147e-14,4.0
14,14,3.4722222222222224e-14,4.0
15,15,5.787037037037037e-14,4.0
16,16,6.944444444444445e-14,4.0
17,17,6.944444444444445e-14,3.0
18,18,8.101851851851852e-14,0.0
19,19,9.259259259259259e-14,1.0
20,20,1.5046296296296297e-13,4.0
21,21,1.6203703703703704e-13,4.0
22,22,1.736111111111111e-13,2.0
23,23,1.736111111111111e-13,0.0
24,24,1.736111111111111e-13,4.0
25,25,1.736111111111111e-13,2.0
26,26,1.8518518518518518e-13,0.0
27,27,1.9675925925925925e-13,1.0
28,28,1.9675925925925925e-13,3.0
