,time,event0,event1,event2
0,0,-0.53197354,3.6219701766967773,0.03358092159032822
1,1,0.45288846,3.6219701766967773,0.03358092159032822
2,2,-0.07637253,3.6219701766967773,0.03358092159032822
3,3,-0.4146017,3.6219701766967773,0.03358092159032822
4,4,-0.5883123,3.6219701766967773,0.03358092159032822
5,5,0.3691668,3.6219701766967773,0.03358092159032822
6,6,-0.013540631,3.6219701766967773,0.03358092159032822
7,7,0.03702723,3.6219701766967773,0.03358092159032822
8,8,0.92656976,3.6219701766967773,0.03358092159032822
9,9,0.34520522,3.6219701766967773,0.03358092159032822
10,10,1.0,3.6219701766967773,0.03358092159032822
