,time,event0,event1,event2
0,0,0.35629424,3.6219701766967773,0.9296901226043701
1,1,0.07998851,3.6219701766967773,0.9296901226043701
2,2,0.39743695,3.6219701766967773,0.9296901226043701
3,3,0.46479252,3.6219701766967773,0.9296901226043701
4,4,-0.35457814,3.6219701766967773,0.9296901226043701
5,5,-0.7100279,3.6219701766967773,0.9296901226043701
6,6,-0.7261496,3.6219701766967773,0.9296901226043701
7,7,0.4244783,3.6219701766967773,0.9296901226043701
8,8,-0.98948866,3.6219701766967773,0.9296901226043701
9,9,-0.80739146,3.6219701766967773,0.9296901226043701
10,10,1.0,3.6219701766967773,0.9296901226043701
