,time,event0,event1,event2
0,0,0.37204954,3.6219701766967773,-0.19989870488643646
1,1,-0.7116577,3.6219701766967773,-0.19989870488643646
2,2,-0.9426197,3.6219701766967773,-0.19989870488643646
3,3,-0.8340975,3.6219701766967773,-0.19989870488643646
4,4,-0.22606789,3.6219701766967773,-0.19989870488643646
5,5,0.91178006,3.6219701766967773,-0.19989870488643646
6,6,-0.5297049,3.6219701766967773,-0.19989870488643646
7,7,0.17803536,3.6219701766967773,-0.19989870488643646
8,8,0.7554731,3.6219701766967773,-0.19989870488643646
9,9,0.51266634,3.6219701766967773,-0.19989870488643646
10,10,1.0,3.6219701766967773,-0.19989870488643646
