,time,event0,event1,event2
0,0,-0.26526055,1.6860911846160889,-0.4783986210823059
1,1,0.929399,1.6860911846160889,-0.4783986210823059
2,2,0.9568642,1.6860911846160889,-0.4783986210823059
3,3,0.46544486,1.6860911846160889,-0.4783986210823059
4,4,-0.87770075,1.6860911846160889,-0.4783986210823059
5,5,0.35446998,1.6860911846160889,-0.4783986210823059
6,6,-0.2451061,1.6860911846160889,-0.4783986210823059
7,7,-0.42921802,1.6860911846160889,-0.4783986210823059
8,8,-0.23916301,1.6860911846160889,-0.4783986210823059
9,9,0.44178113,1.6860911846160889,-0.4783986210823059
10,10,0.0,1.6860911846160889,-0.4783986210823059
