,time,event0,event1,event2
0,0,-0.03779824,1.0415868759155273,1.3392422199249268
1,1,-0.16584067,1.0415868759155273,1.3392422199249268
2,2,-0.31500614,1.0415868759155273,1.3392422199249268
3,3,-0.3666257,1.0415868759155273,1.3392422199249268
4,4,0.67375803,1.0415868759155273,1.3392422199249268
5,5,-0.8264063,1.0415868759155273,1.3392422199249268
6,6,-0.57208437,1.0415868759155273,1.3392422199249268
7,7,0.6895387,1.0415868759155273,1.3392422199249268
8,8,0.679525,1.0415868759155273,1.3392422199249268
9,9,-0.88609976,1.0415868759155273,1.3392422199249268
10,10,0.0,1.0415868759155273,1.3392422199249268
