,time,event0,event1,event2
0,0,0.78218627,3.6219701766967773,-0.2910444736480713
1,1,-0.3326674,3.6219701766967773,-0.2910444736480713
2,2,-0.59604704,3.6219701766967773,-0.2910444736480713
3,3,-0.614808,3.6219701766967773,-0.2910444736480713
4,4,-0.8359001,3.6219701766967773,-0.2910444736480713
5,5,-0.9899588,3.6219701766967773,-0.2910444736480713
6,6,0.9160251,3.6219701766967773,-0.2910444736480713
7,7,0.8742419,3.6219701766967773,-0.2910444736480713
8,8,0.2032197,3.6219701766967773,-0.2910444736480713
9,9,-0.030310601,3.6219701766967773,-0.2910444736480713
10,10,0.0,3.6219701766967773,-0.2910444736480713
