,time,event0,event1,event2
0,0,-0.41039732,3.6219701766967773,-0.43024295568466187
1,1,-0.8379735,3.6219701766967773,-0.43024295568466187
2,2,-0.7279009,3.6219701766967773,-0.43024295568466187
3,3,-0.19802754,3.6219701766967773,-0.43024295568466187
4,4,0.9351904,3.6219701766967773,-0.43024295568466187
5,5,-0.6394006,3.6219701766967773,-0.43024295568466187
6,6,0.71550673,3.6219701766967773,-0.43024295568466187
7,7,-0.1965146,3.6219701766967773,-0.43024295568466187
8,8,-0.5052792,3.6219701766967773,-0.43024295568466187
9,9,-0.18522574,3.6219701766967773,-0.43024295568466187
10,10,1.0,3.6219701766967773,-0.43024295568466187
