,time,event0,event1,event2
0,0,0.66127354,3.3629326820373535,0.024466680362820625
1,1,0.23685922,3.3629326820373535,0.024466680362820625
2,2,-0.590772,3.3629326820373535,0.024466680362820625
3,3,-0.1457821,3.3629326820373535,0.024466680362820625
4,4,0.548501,3.3629326820373535,0.024466680362820625
5,5,0.7280084,3.3629326820373535,0.024466680362820625
6,6,-0.46234873,3.3629326820373535,0.024466680362820625
7,7,-0.008892315,3.3629326820373535,0.024466680362820625
8,8,0.06365514,3.3629326820373535,0.024466680362820625
9,9,-0.82147837,3.3629326820373535,0.024466680362820625
10,10,0.0,3.3629326820373535,0.024466680362820625
