,time,event0,event1,event2
0,0,-0.49585524,3.6219701766967773,0.5488901138305664
1,1,0.09537486,3.6219701766967773,0.5488901138305664
2,2,-0.4188711,3.6219701766967773,0.5488901138305664
3,3,0.46065727,3.6219701766967773,0.5488901138305664
4,4,-0.8626093,3.6219701766967773,0.5488901138305664
5,5,0.9423775,3.6219701766967773,0.5488901138305664
6,6,-0.58830684,3.6219701766967773,0.5488901138305664
7,7,-0.31643045,3.6219701766967773,0.5488901138305664
8,8,-0.5993013,3.6219701766967773,0.5488901138305664
9,9,0.75907505,3.6219701766967773,0.5488901138305664
10,10,1.0,3.6219701766967773,0.5488901138305664
