,time,event0,event1,event2
0,0,0.36305395,3.6219701766967773,0.929901123046875
1,1,0.03841562,3.6219701766967773,0.929901123046875
2,2,0.07031152,3.6219701766967773,0.929901123046875
3,3,0.31537992,3.6219701766967773,0.929901123046875
4,4,-0.29415697,3.6219701766967773,0.929901123046875
5,5,-0.48855084,3.6219701766967773,0.929901123046875
6,6,-0.38190565,3.6219701766967773,0.929901123046875
7,7,-0.5421916,3.6219701766967773,0.929901123046875
8,8,-0.8217027,3.6219701766967773,0.929901123046875
9,9,-0.8657544,3.6219701766967773,0.929901123046875
10,10,1.0,3.6219701766967773,0.929901123046875
