,time,event0,event1,event2
0,0,0.3153433,3.6219701766967773,-0.23598189651966095
1,1,0.758113,3.6219701766967773,-0.23598189651966095
2,2,-0.65998185,3.6219701766967773,-0.23598189651966095
3,3,-0.6939046,3.6219701766967773,-0.23598189651966095
4,4,0.07196333,3.6219701766967773,-0.23598189651966095
5,5,-0.9585566,3.6219701766967773,-0.23598189651966095
6,6,-0.39745933,3.6219701766967773,-0.23598189651966095
7,7,0.48021767,3.6219701766967773,-0.23598189651966095
8,8,-0.8233646,3.6219701766967773,-0.23598189651966095
9,9,0.045761548,3.6219701766967773,-0.23598189651966095
10,10,0.0,3.6219701766967773,-0.23598189651966095
