,time,event0,event1,event2
0,0,-0.33346835,2.758742570877075,0.06267550587654114
1,1,-0.6003399,2.758742570877075,0.06267550587654114
2,2,-0.41371223,2.758742570877075,0.06267550587654114
3,3,0.18692458,2.758742570877075,0.06267550587654114
4,4,0.5677879,2.758742570877075,0.06267550587654114
5,5,0.6475799,2.758742570877075,0.06267550587654114
6,6,0.31140283,2.758742570877075,0.06267550587654114
7,7,0.40005416,2.758742570877075,0.06267550587654114
8,8,-0.72682977,2.758742570877075,0.06267550587654114
9,9,-0.34490803,2.758742570877075,0.06267550587654114
10,10,0.0,2.758742570877075,0.06267550587654114
